scenario_id,flags,instruction,constraints_present,fixture_entities,claude_verdict,claude_note,author_verdict(COVERED/CONFIRMED_GAP/AMBIGUOUS),author_note,split,cell,yaml_path,final
NLEB-ST-AT-033,time_mention_without_time_constraint,Unlink the video and audio clips that are linked at the end of the timeline. / Set the longest video clip's speed to 0.8x.,"[required] not_linked({""entity"": ""video_clip_3""}) 
[required] attribute_equals({""entity"": ""video_clip_2"", ""field"": ""speed"", ""value"": 0.8})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",COVERED,at the end of the timeline' is a selector for the linked pair (vc3+ac3); not_linked(video_clip_3) enforces the correct target; speed 0.8 via attribute_equals.,,,test,state/atomic,feasible/state/atomic/test/NLEB-ST-AT-033.yaml,
NLEB-ST-DE-005,time_mention_without_time_constraint,"Mute the longest audio clip (the BGM). / Raise the volume of the longest V1 clip's audio by 4 dB to compensate, and add a caption 'No BGM' at its start.","[required] attribute_equals({""entity"": ""audio_clip_4"", ""field"": ""audio.muted"", ""value"": true}) 
[required] attribute_changed({""entity"": ""video_clip_3"", ""field"": ""audio.volume"", ""direction"": ""increase""}) 
[required] entity_count_changed({""type"": ""caption"", ""direction"": ""increase""}) 
[required] entity_exists({""entity"": ""$new_caption_1""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""text"", ""value"": ""No BGM""})","V1: video_clip_1(0-8s), caption_1(0.5-3s), video_clip_2(8-18s), caption_2(9-12s), video_clip_3(18-30s) | V2 (B-Roll): video_clip_4(4-10s), video_clip_5(20-25s) | A1: audio_clip_1(0-8s), audio_clip_2(8-18s), audio_clip_3(18-30s) | A2 (Music): audio_clip_4(0-30s)",CONFIRMED_GAP,"add a caption No BGM at its start' (start of longest V1 clip vc3) normative, fixture-derivable; no position_equals on $new_caption_1, only existence+text.",CONFIRMED_GAP,[adjudicated in an author review session; verdict recorded outside this sheet],dev,state/dependent,feasible/state/dependent/dev/NLEB-ST-DE-005.yaml,
NLEB-ST-DE-017,time_mention_without_time_constraint,Remove the transition closest to the end of the timeline and add a fade-out effect to the clip before it.,"[required] entity_count_changed({""type"": ""transition"", ""direction"": ""decrease""}) 
[required] has_effect({""entity"": ""vc_1"", ""effect_type"": ""fade_out""})","V1: vc_1(0-5s), vc_2(5-10s) | A1: ac_1(0-5s), ac_2(5-10s)",CONFIRMED_GAP,"transition closest to the end' resolves to vt_trans_1 but identity is unchecked: only entity_count_changed(transition, decrease); fixture also has at_trans_1, so removing the wrong one passes. entity_not_exists(vt_trans_1) missing.",,,test,state/dependent,feasible/state/dependent/test/NLEB-ST-DE-017.yaml,
NLEB-CX-AT-007,time_mention_without_time_constraint;caption_or_title_time_coverage_candidate,Lower the background music by 6 dB — the dialogue needs room. / Also add a subtitle caption at 5s saying 'Interview begins'.,"[required] attribute_changed({""entity"": ""audio_clip_4"", ""field"": ""audio.volume"", ""direction"": ""decrease""}) 
[required] entity_exists({""entity"": ""$new_caption_1""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""text"", ""value"": ""Interview begins""})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,"caption at 5s' normative, checkable via position_equals on $new_caption_1; constraints check existence+text only, no start-time check. Volume 'by 6 dB' also only direction-checked.",,,dev,context/atomic,feasible/context/atomic/dev/NLEB-CX-AT-007.yaml,
NLEB-CX-AT-014,time_mention_without_time_constraint;caption_or_title_time_coverage_candidate,The ending credits are missing — add a caption saying 'The End' at the end of the timeline.,"[required] entity_exists({""entity"": ""$new_caption_1""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""text"", ""value"": ""The End""}) 
[required] entity_count_changed({""type"": ""caption"", ""direction"": ""increase""})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,"add a caption... at the end of the timeline' normative; fixture-derivable timeline end; only existence+text+count checked, no position_equals on caption start.",,,test,context/atomic,feasible/context/atomic/test/NLEB-CX-AT-014.yaml,
NLEB-CX-AT-015,time_mention_without_time_constraint;caption_or_title_time_coverage_candidate,The title card at the beginning is outdated — remove the existing caption.,"[required] entity_not_exists({""entity"": ""caption_1""}) 
[required] entity_count_changed({""type"": ""caption"", ""direction"": ""decrease""})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",COVERED,at the beginning' is referential context identifying which caption (title card=caption_1); removal fully enforced by entity_not_exists(caption_1)+count decrease. No time requirement to grade.,,,test,context/atomic,feasible/context/atomic/test/NLEB-CX-AT-015.yaml,
NLEB-CX-AT-040,time_mention_without_time_constraint;caption_or_title_time_coverage_candidate,The intro-to-middle cut needs a cross-dissolve transition. / And add a scene title 'Part One' at the 3-second mark.,"[required] entity_exists({""entity"": ""$new_transition_1""}) 
[required] entity_exists({""entity"": ""$new_caption_1""})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,scene title Part One at the 3-second mark': only entity_exists($new_caption_1); no position_equals for 3s (text also unchecked). Transition existence covered.,,,test,context/atomic,feasible/context/atomic/test/NLEB-CX-AT-040.yaml,
NLEB-CX-CO-001,time_mention_without_time_constraint;caption_or_title_time_coverage_candidate,"The intro needs to pop: scale it to 1.15, add a contrast effect, and place a title card caption 'Welcome' at 0s.","[required] attribute_equals({""entity"": ""video_clip_1"", ""field"": ""transform.scale_x"", ""value"": 1.15}) 
[required] has_effect({""entity"": ""video_clip_1"", ""effect_type"": ""contrast""}) 
[required] entity_exists({""entity"": ""$new_caption_1""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""text"", ""value"": ""Welcome""}) 
[required] unchanged_except({""changed"": [""video_clip_1"", ""$new_caption_1""]})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,title card caption Welcome at 0s' normative and trivially checkable via position_equals; constraints check existence+text+scale+effect+unchanged_except but not caption start=0s.,,,dev,context/compound,feasible/context/compound/dev/NLEB-CX-CO-001.yaml,
NLEB-CX-CO-006,time_mention_without_time_constraint;caption_or_title_time_coverage_candidate,"Create a new caption track for lower thirds. / Add a caption 'Interview: John Doe' on that track at 10s, then set its font size to 36.","[required] entity_exists({""entity"": ""$new_track_1""}) 
[required] entity_exists({""entity"": ""$new_caption_1""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""text"", ""value"": ""Interview: John Doe""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""caption.style.font_size"", ""value"": 36})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,caption ... on that track at 10s' normative; existence+text+font_size checked but no position_equals for 10s start.,,,dev,context/compound,feasible/context/compound/dev/NLEB-CX-CO-006.yaml,
NLEB-CX-CO-018,time_mention_without_time_constraint;caption_or_title_time_coverage_candidate,"Add a credits caption 'Directed by Jane' at 25s, and put a brightness effect on the outro clip.","[required] entity_exists({""entity"": ""$new_caption_1""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""text"", ""value"": ""Directed by Jane""}) 
[required] has_effect({""entity"": ""video_clip_3"", ""effect_type"": ""brightness""})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,"credits caption Directed by Jane at 25s' normative; existence+text checked, no position_equals for 25s. Brightness effect covered.",,,test,context/compound,feasible/context/compound/test/NLEB-CX-CO-018.yaml,
NLEB-CX-CO-034,time_mention_without_time_constraint;caption_or_title_time_coverage_candidate,"Create a new timeline for the rough cut version. / On the first timeline, slow the intro to 0.9x and add a watermark caption 'DRAFT' at 0s.","[required] entity_exists({""entity"": ""$new_sequence_1""}) 
[required] attribute_equals({""entity"": ""vc_1"", ""field"": ""speed"", ""value"": 0.9}) 
[required] entity_exists({""entity"": ""$new_caption_1""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""text"", ""value"": ""DRAFT""})","V1: vc_1(0-10s), vc_2(10-25s), vc_3(25-40s) | A1: ac_1(0-10s), ac_2(10-25s), ac_3(25-40s) | Caption Track 1: cc_1(1-4s), cc_2(5-9s), cc_3(12-18s), cc_4(30-35s) | V1: vc_4(0-25s), vc_5(25-40s) | A1: ac_4(0-25s), ac_5(25-40s) | V1: vc_6(0-15s), vc_7(15-25s) | A1: ac_6(0-15s), ac_7(15-25s)",CONFIRMED_GAP,"watermark caption DRAFT at 0s' normative, checkable via position_equals; existence+text+speed checked but not caption start=0s.",,,test,context/compound,feasible/context/compound/test/NLEB-CX-CO-034.yaml,
NLEB-CX-CO-035,time_mention_without_time_constraint;caption_or_title_time_coverage_candidate,The old title caption is outdated — remove the first one. / Add a fresh title 'Season 2 Premiere' at 0s. / And boost the hero shot's scale to 1.1 for a more cinematic feel.,"[required] entity_not_exists({""entity"": ""caption_1""}) 
[required] entity_exists({""entity"": ""$new_caption_1""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""text"", ""value"": ""Season 2 Premiere""}) 
[required] attribute_equals({""entity"": ""video_clip_3"", ""field"": ""transform.scale_x"", ""value"": 1.1})","V1: video_clip_1(0-8s), caption_1(0.5-3s), video_clip_2(8-18s), caption_2(9-12s), video_clip_3(18-30s) | V2 (B-Roll): video_clip_4(4-10s), video_clip_5(20-25s) | A1: audio_clip_1(0-8s), audio_clip_2(8-18s), audio_clip_3(18-30s) | A2 (Music): audio_clip_4(0-30s)",CONFIRMED_GAP,"add a fresh title ... at 0s' normative; existence+text checked, no position_equals for 0s. ('remove the first one' referential, covered by entity_not_exists(caption_1).)",,,test,context/compound,feasible/context/compound/test/NLEB-CX-CO-035.yaml,
NLEB-CX-CO-038,time_mention_without_time_constraint;caption_or_title_time_coverage_candidate,The contrast effect on the hero shot is too intense — tone it down to 0.4 intensity. / Remove the later B-roll overlay entirely. / Add a subtitle 'Key Moment' at 15s.,"[required] attribute_equals({""entity"": ""$existing_effect_1"", ""field"": ""params.intensity"", ""value"": 0.4}) 
[required] entity_not_exists({""entity"": ""video_clip_5""}) 
[required] entity_exists({""entity"": ""$new_caption_1""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""text"", ""value"": ""Key Moment""})","V1: video_clip_1(0-8s), caption_1(0.5-3s), video_clip_2(8-18s), caption_2(9-12s), video_clip_3(18-30s) | V2 (B-Roll): video_clip_4(4-10s), video_clip_5(20-25s) | A1: audio_clip_1(0-8s), audio_clip_2(8-18s), audio_clip_3(18-30s) | A2 (Music): audio_clip_4(0-30s)",CONFIRMED_GAP,"subtitle Key Moment at 15s' normative; existence+text checked, no position_equals for 15s. Intensity 0.4 and removal covered.",,,test,context/compound,feasible/context/compound/test/NLEB-CX-CO-038.yaml,
NLEB-CX-CU-002,time_mention_without_time_constraint;caption_or_title_time_coverage_candidate,Add a title card caption 'Welcome' at 0s for the opening. / Set that caption's font size to 48. Keep it in place.,"[required] entity_exists({""entity"": ""$new_caption_1""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""text"", ""value"": ""Welcome""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""caption.style.font_size"", ""value"": 48}) 
[required] unchanged_except({""changed"": [""$new_caption_1""]})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,title card caption Welcome at 0s' normative; existence+text+font_size+unchanged_except present but no position_equals for 0s ('keep it in place' also not position-checked).,,,dev,context/cumulative,feasible/context/cumulative/dev/NLEB-CX-CU-002.yaml,
NLEB-CX-CU-008,time_mention_without_time_constraint;caption_or_title_time_coverage_candidate,Create a new caption track for subtitles. / Add a subtitle 'Scene 1' on it at 3s. / Change the subtitle's color to yellow. Preserve the track and text.,"[required] entity_exists({""entity"": ""$new_track_1""}) 
[required] entity_exists({""entity"": ""$new_caption_1""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""text"", ""value"": ""Scene 1""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""caption.style.font_color"", ""value"": ""#FFFF00""}) 
[required] unchanged_except({""changed"": [""$new_track_1"", ""$new_caption_1""]})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,subtitle Scene 1 on it at 3s' normative; existence+text+color+unchanged_except checked but no position_equals for 3s start.,,,dev,context/cumulative,feasible/context/cumulative/dev/NLEB-CX-CU-008.yaml,
NLEB-CX-CU-013,time_mention_without_time_constraint;caption_or_title_time_coverage_candidate,Add a 'Credits' caption at 25s. / Slow the outro to 0.8x. Keep the caption.,"[required] entity_exists({""entity"": ""$new_caption_1""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""text"", ""value"": ""Credits""}) 
[required] attribute_equals({""entity"": ""video_clip_3"", ""field"": ""speed"", ""value"": 0.8}) 
[required] unchanged_except({""changed"": [""$new_caption_1"", ""video_clip_3""]})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,"Credits caption at 25s': normative placement; constraints check existence+text only, no position_equals(start=25s). Gap.",,,test,context/cumulative,feasible/context/cumulative/test/NLEB-CX-CU-013.yaml,
NLEB-CX-CU-017,time_mention_without_time_constraint;caption_or_title_time_coverage_candidate,Remove the outdated first caption. / Add a fresh title 'Season Finale' at 0s.,"[required] entity_not_exists({""entity"": ""caption_1""}) 
[required] entity_exists({""entity"": ""$new_caption_1""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""text"", ""value"": ""Season Finale""})","V1: video_clip_1(0-8s), caption_1(0.5-3s), video_clip_2(8-18s), caption_2(9-12s), video_clip_3(18-30s) | V2 (B-Roll): video_clip_4(4-10s), video_clip_5(20-25s) | A1: audio_clip_1(0-8s), audio_clip_2(8-18s), audio_clip_3(18-30s) | A2 (Music): audio_clip_4(0-30s)",CONFIRMED_GAP,"title Season Finale at 0s': existence+text checked, no position_equals(start=0s) on $new_caption_1. Gap.",,,test,context/cumulative,feasible/context/cumulative/test/NLEB-CX-CU-017.yaml,
NLEB-CX-CU-033,time_mention_without_time_constraint;caption_or_title_time_coverage_candidate,Earlier B-roll: opacity 0.7. / Later B-roll: opacity 0.55. Keep earlier change. / Add a subtitle 'Overlay scene' at 10s. Preserve all.,"[required] attribute_equals({""entity"": ""video_clip_4"", ""field"": ""transform.opacity"", ""value"": 0.7}) 
[required] attribute_equals({""entity"": ""video_clip_5"", ""field"": ""transform.opacity"", ""value"": 0.55}) 
[required] entity_exists({""entity"": ""$new_caption_1""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""text"", ""value"": ""Overlay scene""}) 
[required] unchanged_except({""changed"": [""video_clip_4"", ""video_clip_5"", ""$new_caption_1""]})","V1: video_clip_1(0-8s), caption_1(0.5-3s), video_clip_2(8-18s), caption_2(9-12s), video_clip_3(18-30s) | V2 (B-Roll): video_clip_4(4-10s), video_clip_5(20-25s) | A1: audio_clip_1(0-8s), audio_clip_2(8-18s), audio_clip_3(18-30s) | A2 (Music): audio_clip_4(0-30s)",CONFIRMED_GAP,"subtitle Overlay scene at 10s': existence+text checked, no position_equals(start=10s). Gap.",,,test,context/cumulative,feasible/context/cumulative/test/NLEB-CX-CU-033.yaml,
NLEB-CX-CU-036,time_mention_without_time_constraint;caption_or_title_time_coverage_candidate,Opening V1: scale 1.05. / Opening V1: brightness effect. Keep scale. / Add a wipe transition between the opening and bridge. Preserve all. / Add a chapter title 'Introduction' at 0s. Keep everything.,"[required] attribute_equals({""entity"": ""video_clip_1"", ""field"": ""transform.scale_x"", ""value"": 1.05}) 
[required] has_effect({""entity"": ""video_clip_1"", ""effect_type"": ""brightness""}) 
[required] entity_exists({""entity"": ""$new_transition_1""}) 
[required] entity_exists({""entity"": ""$new_caption_1""}) 
[required] unchanged_except({""changed"": [""video_clip_1"", ""$new_transition_1"", ""$new_caption_1""]})","V1: video_clip_1(0-8s), caption_1(0.5-3s), video_clip_2(8-18s), caption_2(9-12s), video_clip_3(18-30s) | V2 (B-Roll): video_clip_4(4-10s), video_clip_5(20-25s) | A1: audio_clip_1(0-8s), audio_clip_2(8-18s), audio_clip_3(18-30s) | A2 (Music): audio_clip_4(0-30s)",CONFIRMED_GAP,chapter title Introduction at 0s': only entity_exists($new_caption_1); no position_equals(0s) (text also unchecked). Gap.,,,test,context/cumulative,feasible/context/cumulative/test/NLEB-CX-CU-036.yaml,
NLEB-CX-DE-004,time_mention_without_time_constraint;caption_or_title_time_coverage_candidate,The opening section needs a title card. Add a caption 'Welcome' at 0s. / Make the title bigger — set its font size to 48.,"[required] entity_exists({""entity"": ""$new_caption_1""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""text"", ""value"": ""Welcome""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""caption.style.font_size"", ""value"": 48})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,"caption Welcome at 0s': text+font_size checked, no position_equals(start=0s) on $new_caption_1. Gap.",,,dev,context/dependent,feasible/context/dependent/dev/NLEB-CX-DE-004.yaml,
NLEB-CX-DE-013,time_mention_without_time_constraint;caption_or_title_time_coverage_candidate,The closing section needs credits — add a caption 'Produced by Studio X' at 25s. / Change its color to white.,"[required] entity_exists({""entity"": ""$new_caption_1""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""text"", ""value"": ""Produced by Studio X""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""caption.style.font_color"", ""value"": ""#FFFFFF""})","V1: video_clip_1(0-8s), caption_1(0.5-3s), video_clip_2(8-18s), caption_2(9-12s), video_clip_3(18-30s) | V2 (B-Roll): video_clip_4(4-10s), video_clip_5(20-25s) | A1: audio_clip_1(0-8s), audio_clip_2(8-18s), audio_clip_3(18-30s) | A2 (Music): audio_clip_4(0-30s)",CONFIRMED_GAP,"caption Produced by Studio X at 25s': text+color checked, no position_equals(start=25s). Gap.",,,test,context/dependent,feasible/context/dependent/test/NLEB-CX-DE-013.yaml,
NLEB-CX-DE-017,time_mention_without_time_constraint;caption_or_title_time_coverage_candidate,"Create a new caption track for lower thirds, and add a subtitle 'Interview: John' on it at 10s.","[required] entity_exists({""entity"": ""$new_track_1""}) 
[required] entity_exists({""entity"": ""$new_caption_1""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""text"", ""value"": ""Interview: John""})","V1: video_clip_1(0-8s), caption_1(0.5-3s), video_clip_2(8-18s), caption_2(9-12s), video_clip_3(18-30s) | V2 (B-Roll): video_clip_4(4-10s), video_clip_5(20-25s) | A1: audio_clip_1(0-8s), audio_clip_2(8-18s), audio_clip_3(18-30s) | A2 (Music): audio_clip_4(0-30s)",CONFIRMED_GAP,"subtitle Interview: John on it at 10s': track/caption existence+text checked, no position_equals(start=10s). Gap.",,,test,context/dependent,feasible/context/dependent/test/NLEB-CX-DE-017.yaml,
NLEB-CX-DE-027,time_mention_without_time_constraint;caption_or_title_time_coverage_candidate,The title card text is wrong — remove the first caption. / Add a new caption 'Episode 3: Arrival' at 0s to replace it.,"[required] entity_not_exists({""entity"": ""caption_1""}) 
[required] entity_exists({""entity"": ""$new_caption_1""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""text"", ""value"": ""Episode 3: Arrival""})","V1: video_clip_1(0-8s), caption_1(0.5-3s), video_clip_2(8-18s), caption_2(9-12s), video_clip_3(18-30s) | V2 (B-Roll): video_clip_4(4-10s), video_clip_5(20-25s) | A1: audio_clip_1(0-8s), audio_clip_2(8-18s), audio_clip_3(18-30s) | A2 (Music): audio_clip_4(0-30s)",CONFIRMED_GAP,"new caption Episode 3: Arrival at 0s': existence+text checked, no position_equals(start=0s). Gap.",,,test,context/dependent,feasible/context/dependent/test/NLEB-CX-DE-027.yaml,
NLEB-EX-AT-005,time_mention_without_time_constraint;caption_or_title_time_coverage_candidate,Add a caption with text 'Hello World' at 00:00:05:00.,"[required] entity_count_changed({""type"": ""caption"", ""direction"": ""increase""}) 
[required] entity_exists({""entity"": ""$new_caption_1""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""text"", ""value"": ""Hello World""})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,caption ... at 00:00:05:00' normative; constraints check count/exists/text only — caption start time never checked. position_equals available.,,,dev,explicit/atomic,feasible/explicit/atomic/dev/NLEB-EX-AT-005.yaml,
NLEB-EX-AT-036,time_mention_without_time_constraint;caption_or_title_time_coverage_candidate,Unlink video_clip_2 from its linked audio. / Add a caption 'Chapter 2' at 00:00:06:00.,"[required] not_linked({""entity"": ""video_clip_2""}) 
[required] entity_count_changed({""type"": ""caption"", ""direction"": ""increase""}) 
[required] entity_exists({""entity"": ""$new_caption_1""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""text"", ""value"": ""Chapter 2""})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,"caption Chapter 2 at 00:00:06:00' normative; not_linked + count/exists/text checked, but caption start time unchecked. position_equals available.",,,test,explicit/atomic,feasible/explicit/atomic/test/NLEB-EX-AT-036.yaml,
NLEB-EX-CO-002,time_mention_without_time_constraint;caption_or_title_time_coverage_candidate,"Add a caption with text 'Chapter 1' at position 0.0s on video_track_1, and add a fade-in effect to video_clip_2.","[required] entity_exists({""type"": ""caption"", ""where"": {""field"": ""text"", ""value"": ""Chapter 1""}}) 
[required] has_effect({""entity"": ""video_clip_2"", ""effect_type"": ""fade_in""}) 
[required] unchanged_except({""changed"": [""video_clip_2"", ""video_track_1""]})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,caption ... at position 0.0s on video_track_1' normative; entity_exists(where text='Chapter 1') checks text only — position 0.0s unchecked. position_equals available.,,,dev,explicit/compound,feasible/explicit/compound/dev/NLEB-EX-CO-002.yaml,
NLEB-EX-CO-012,time_mention_without_time_constraint;caption_or_title_time_coverage_candidate,Remove caption_1 and add a new caption with text 'Scene 2' at position 5.0s.,"[required] entity_not_exists({""entity"": ""caption_1""}) 
[required] entity_exists({""type"": ""caption"", ""where"": {""field"": ""text"", ""value"": ""Scene 2""}})","V1: video_clip_1(0-8s), caption_1(0.5-3s), video_clip_2(8-18s), caption_2(9-12s), video_clip_3(18-30s) | V2 (B-Roll): video_clip_4(4-10s), video_clip_5(20-25s) | A1: audio_clip_1(0-8s), audio_clip_2(8-18s), audio_clip_3(18-30s) | A2 (Music): audio_clip_4(0-30s)",CONFIRMED_GAP,new caption ... at position 5.0s' normative; entity_not_exists(caption_1) + entity_exists(text='Scene 2') — caption position unchecked. position_equals available.,,,test,explicit/compound,feasible/explicit/compound/test/NLEB-EX-CO-012.yaml,
NLEB-EX-CO-028,time_mention_without_time_constraint;caption_or_title_time_coverage_candidate,"Add a caption 'Title Card' at 0.0s, set video_clip_1 opacity to 0.8, and set video_clip_3 scale to 0.9.","[required] entity_exists({""type"": ""caption"", ""where"": {""field"": ""text"", ""value"": ""Title Card""}}) 
[required] attribute_equals({""entity"": ""video_clip_1"", ""field"": ""transform.opacity"", ""value"": 0.8}) 
[required] attribute_equals({""entity"": ""video_clip_3"", ""field"": ""transform.scale_x"", ""value"": 0.9}) 
[required] unchanged_except({""changed"": [""video_clip_1"", ""video_clip_3""]})","V1: video_clip_1(0-8s), caption_1(0.5-3s), video_clip_2(8-18s), caption_2(9-12s), video_clip_3(18-30s) | V2 (B-Roll): video_clip_4(4-10s), video_clip_5(20-25s) | A1: audio_clip_1(0-8s), audio_clip_2(8-18s), audio_clip_3(18-30s) | A2 (Music): audio_clip_4(0-30s)",CONFIRMED_GAP,caption Title Card at 0.0s' normative; entity_exists checks text only — caption timing unchecked (opacity/scale covered). position_equals available.,,,test,explicit/compound,feasible/explicit/compound/test/NLEB-EX-CO-028.yaml,
NLEB-EX-CU-001,time_mention_without_time_constraint;caption_or_title_time_coverage_candidate,Add a caption 'Intro' at timeline 0s with duration 3 seconds. / Change the caption text to 'Introduction' and set font size to 32. Keep it at 0s.,"[required] entity_exists({""entity"": ""$new_caption_1""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""text"", ""value"": ""Introduction""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""caption.style.font_size"", ""value"": 32}) 
[required] duration_equals({""entity"": ""$new_caption_1"", ""value"": 3.0}) 
[required] unchanged_except({""changed"": [""$new_caption_1""]})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,"Duration 3s COVERED by duration_equals($new_caption_1,3.0); but 'at timeline 0s...Keep it at 0s' is doubly normative and no position_equals checks 0s. Time gap.",,,dev,explicit/cumulative,feasible/explicit/cumulative/dev/NLEB-EX-CU-001.yaml,
